
-------------------
Convergence Report:
-------------------
"Bus.Node", "Error", "|V|","Vbase"
"sx3197634b.2"     ,    0.00006,  1.27989E+0002,  1.20089E+0002
"sx2729408b.1"     ,    0.00006,  1.28853E+0002,  1.20089E+0002
"sx2729408b.2"     ,    0.00006,  1.25931E+0002,  1.20089E+0002
"sx2991909a.1"     ,    0.00010,  1.17731E+0002,  1.20089E+0002
"sx2991909a.2"     ,    0.00010,  1.18086E+0002,  1.20089E+0002
"sx3085398b.1"     ,    0.00006,  1.27150E+0002,  1.20089E+0002
"sx3085398b.2"     ,    0.00006,  1.27570E+0002,  1.20089E+0002
"sx2673314c.1"     ,    0.00001,  1.23489E+0002,  1.20089E+0002
"sx2673314c.2"     ,    0.00001,  1.24047E+0002,  1.20089E+0002
"sx3122817c.1"     ,    0.00001,  1.23787E+0002,  1.20089E+0002
"sx3122817c.2"     ,    0.00001,  1.23504E+0002,  1.20089E+0002
"sx3160102b.1"     ,    0.00006,  1.26700E+0002,  1.20089E+0002
"sx3160102b.2"     ,    0.00006,  1.27626E+0002,  1.20089E+0002
"sx2822871b.1"     ,    0.00006,  1.28350E+0002,  1.20089E+0002
"sx2822871b.2"     ,    0.00006,  1.27518E+0002,  1.20089E+0002
"sx2876813a.1"     ,    0.00010,  1.18895E+0002,  1.20089E+0002
"sx2876813a.2"     ,    0.00010,  1.17880E+0002,  1.20089E+0002
"sx2952013a.1"     ,    0.00010,  1.18367E+0002,  1.20089E+0002
"sx2952013a.2"     ,    0.00010,  1.18859E+0002,  1.20089E+0002
"sx2916598a.1"     ,    0.00010,  1.18718E+0002,  1.20089E+0002
"sx2916598a.2"     ,    0.00010,  1.19115E+0002,  1.20089E+0002
"sx3048212a.1"     ,    0.00010,  1.18604E+0002,  1.20089E+0002
"sx3048212a.2"     ,    0.00010,  1.19228E+0002,  1.20089E+0002
"sx2691973a.1"     ,    0.00010,  1.18353E+0002,  1.20089E+0002
"sx2691973a.2"     ,    0.00010,  1.19226E+0002,  1.20089E+0002
"sx2954357a.1"     ,    0.00010,  1.18737E+0002,  1.20089E+0002
"sx2954357a.2"     ,    0.00010,  1.17805E+0002,  1.20089E+0002
"sx2841639a.1"     ,    0.00010,  1.17384E+0002,  1.20089E+0002
"sx2841639a.2"     ,    0.00010,  1.20012E+0002,  1.20089E+0002
"sx2804262a.1"     ,    0.00010,  1.18971E+0002,  1.20089E+0002
"sx2804262a.2"     ,    0.00010,  1.18989E+0002,  1.20089E+0002
"sx2973165a.1"     ,    0.00010,  1.19462E+0002,  1.20089E+0002
"sx2973165a.2"     ,    0.00010,  1.18106E+0002,  1.20089E+0002
"sx2785529c.1"     ,    0.00001,  1.24574E+0002,  1.20089E+0002
"sx2785529c.2"     ,    0.00001,  1.22775E+0002,  1.20089E+0002
"sx3197646b.1"     ,    0.00006,  1.28532E+0002,  1.20089E+0002
"sx3197646b.2"     ,    0.00006,  1.27658E+0002,  1.20089E+0002
"sx3141389a.1"     ,    0.00010,  1.17822E+0002,  1.20089E+0002
"sx3141389a.2"     ,    0.00010,  1.19420E+0002,  1.20089E+0002
"sx3197618a.1"     ,    0.00010,  1.18556E+0002,  1.20089E+0002
"sx3197618a.2"     ,    0.00010,  1.18697E+0002,  1.20089E+0002
"sx2691936a.1"     ,    0.00010,  1.19212E+0002,  1.20089E+0002
"sx2691936a.2"     ,    0.00010,  1.18056E+0002,  1.20089E+0002
"sx3216336a.1"     ,    0.00010,  1.19189E+0002,  1.20089E+0002
"sx3216336a.2"     ,    0.00010,  1.17639E+0002,  1.20089E+0002
"sx3216337a.1"     ,    0.00010,  1.17690E+0002,  1.20089E+0002
"sx3216337a.2"     ,    0.00010,  1.19602E+0002,  1.20089E+0002
"sx2841615a.1"     ,    0.00010,  1.18876E+0002,  1.20089E+0002
"sx2841615a.2"     ,    0.00010,  1.18451E+0002,  1.20089E+0002
"sx2954348a.1"     ,    0.00010,  1.18166E+0002,  1.20089E+0002
"sx2954348a.2"     ,    0.00010,  1.18740E+0002,  1.20089E+0002
"sx3235249a.1"     ,    0.00010,  1.18955E+0002,  1.20089E+0002
"sx3235249a.2"     ,    0.00010,  1.18684E+0002,  1.20089E+0002
"sx2916599a.1"     ,    0.00010,  1.18176E+0002,  1.20089E+0002
"sx2916599a.2"     ,    0.00010,  1.18841E+0002,  1.20089E+0002
"sx3122816b.1"     ,    0.00006,  1.27956E+0002,  1.20089E+0002
"sx3122816b.2"     ,    0.00006,  1.26666E+0002,  1.20089E+0002
"sx3160103c.1"     ,    0.00001,  1.22530E+0002,  1.20089E+0002
"sx3160103c.2"     ,    0.00001,  1.24119E+0002,  1.20089E+0002
"sx2935556b.1"     ,    0.00006,  1.28381E+0002,  1.20089E+0002
"sx2935556b.2"     ,    0.00006,  1.25737E+0002,  1.20089E+0002
"sx3104124b.1"     ,    0.00006,  1.27079E+0002,  1.20089E+0002
"sx3104124b.2"     ,    0.00006,  1.27500E+0002,  1.20089E+0002
"sx2970804c.1"     ,    0.00000,  1.20320E+0002,  1.20089E+0002
"sx2970804c.2"     ,    0.00000,  1.22412E+0002,  1.20089E+0002
"sx3176661c.1"     ,    0.00000,  1.20987E+0002,  1.20089E+0002
"sx3176661c.2"     ,    0.00000,  1.22517E+0002,  1.20089E+0002
"sx3048937c.1"     ,    0.00000,  1.20802E+0002,  1.20089E+0002
"sx3048937c.2"     ,    0.00000,  1.22459E+0002,  1.20089E+0002
"sx2804957c.1"     ,    0.00000,  1.22431E+0002,  1.20089E+0002
"sx2804957c.2"     ,    0.00000,  1.21093E+0002,  1.20089E+0002
"sx2767343c.1"     ,    0.00000,  1.20406E+0002,  1.20089E+0002
"sx2767343c.2"     ,    0.00000,  1.21733E+0002,  1.20089E+0002
"sx3179608c.1"     ,    0.00001,  1.22878E+0002,  1.20089E+0002
"sx3179608c.2"     ,    0.00001,  1.25580E+0002,  1.20089E+0002
"sx3086002c.1"     ,    0.00001,  1.24178E+0002,  1.20089E+0002
"sx3086002c.2"     ,    0.00001,  1.24950E+0002,  1.20089E+0002
"sx2842330c.1"     ,    0.00001,  1.25435E+0002,  1.20089E+0002
"sx2842330c.2"     ,    0.00001,  1.23701E+0002,  1.20089E+0002
"sx3235945c.1"     ,    0.00001,  1.24741E+0002,  1.20089E+0002
"sx3235945c.2"     ,    0.00001,  1.24419E+0002,  1.20089E+0002
"sx2955006c.1"     ,    0.00001,  1.25764E+0002,  1.20089E+0002
"sx2955006c.2"     ,    0.00001,  1.23415E+0002,  1.20089E+0002
"sx2692600c.1"     ,    0.00001,  1.23879E+0002,  1.20089E+0002
"sx2692600c.2"     ,    0.00001,  1.25309E+0002,  1.20089E+0002
"sx3235946a.1"     ,    0.00006,  1.08941E+0002,  1.20089E+0002
"sx3235946a.2"     ,    0.00006,  1.11793E+0002,  1.20089E+0002
"sx3011229a.1"     ,    0.00006,  1.10899E+0002,  1.20089E+0002
"sx3011229a.2"     ,    0.00006,  1.10230E+0002,  1.20089E+0002
"sx2767342a.1"     ,    0.00006,  1.10603E+0002,  1.20089E+0002
"sx2767342a.2"     ,    0.00006,  1.09993E+0002,  1.20089E+0002
"sx2748780a.1"     ,    0.00006,  1.10903E+0002,  1.20089E+0002
"sx2748780a.2"     ,    0.00006,  1.09659E+0002,  1.20089E+0002
"sx2823544a.1"     ,    0.00006,  1.10892E+0002,  1.20089E+0002
"sx2823544a.2"     ,    0.00006,  1.09636E+0002,  1.20089E+0002
"sx3195321a.1"     ,    0.00006,  1.10681E+0002,  1.20089E+0002
"sx3195321a.2"     ,    0.00006,  1.10329E+0002,  1.20089E+0002
"sx2823545a.1"     ,    0.00006,  1.11271E+0002,  1.20089E+0002
"sx2823545a.2"     ,    0.00006,  1.09166E+0002,  1.20089E+0002
"sx3101782a.1"     ,    0.00006,  1.10731E+0002,  1.20089E+0002
"sx3101782a.2"     ,    0.00006,  1.09111E+0002,  1.20089E+0002
"sx2936214a.1"     ,    0.00006,  1.10817E+0002,  1.20089E+0002
"sx2936214a.2"     ,    0.00006,  1.11564E+0002,  1.20089E+0002
"sx3142049c.1"     ,    0.00001,  1.23357E+0002,  1.20089E+0002
"sx3142049c.2"     ,    0.00001,  1.23635E+0002,  1.20089E+0002
"sx2804956a.1"     ,    0.00006,  1.11214E+0002,  1.20089E+0002
"sx2804956a.2"     ,    0.00006,  1.11166E+0002,  1.20089E+0002
"sx2730106c.1"     ,    0.00001,  1.24471E+0002,  1.20089E+0002
"sx2730106c.2"     ,    0.00001,  1.21741E+0002,  1.20089E+0002
"sx2936212a.1"     ,    0.00006,  1.12007E+0002,  1.20089E+0002
"sx2936212a.2"     ,    0.00006,  1.11105E+0002,  1.20089E+0002
"sx3029495b.1"     ,    0.00003,  1.14265E+0002,  1.20089E+0002
"sx3029495b.2"     ,    0.00003,  1.14898E+0002,  1.20089E+0002
"sx2804247b.1"     ,    0.00003,  1.13296E+0002,  1.20089E+0002
"sx2804247b.2"     ,    0.00003,  1.15328E+0002,  1.20089E+0002
"sx3104115b.1"     ,    0.00003,  1.14053E+0002,  1.20089E+0002
"sx3104115b.2"     ,    0.00003,  1.15382E+0002,  1.20089E+0002
"sx2954339b.1"     ,    0.00003,  1.13214E+0002,  1.20089E+0002
"sx2954339b.2"     ,    0.00003,  1.15439E+0002,  1.20089E+0002
"sx3048200b.1"     ,    0.00003,  1.14523E+0002,  1.20089E+0002
"sx3048200b.2"     ,    0.00003,  1.14905E+0002,  1.20089E+0002
"sx3216339b.1"     ,    0.00003,  1.13094E+0002,  1.20089E+0002
"sx3216339b.2"     ,    0.00003,  1.15504E+0002,  1.20089E+0002
"sx3048201b.1"     ,    0.00003,  1.15711E+0002,  1.20089E+0002
"sx3048201b.2"     ,    0.00003,  1.12877E+0002,  1.20089E+0002
"sx3141390b.1"     ,    0.00003,  1.14465E+0002,  1.20089E+0002
"sx3141390b.2"     ,    0.00003,  1.14433E+0002,  1.20089E+0002
"sx2710537b.1"     ,    0.00003,  1.15031E+0002,  1.20089E+0002
"sx2710537b.2"     ,    0.00003,  1.13776E+0002,  1.20089E+0002
"sx2673300b.1"     ,    0.00003,  1.15991E+0002,  1.20089E+0002
"sx2673300b.2"     ,    0.00003,  1.12879E+0002,  1.20089E+0002
"sx3085388b.1"     ,    0.00003,  1.15525E+0002,  1.20089E+0002
"sx3085388b.2"     ,    0.00003,  1.14130E+0002,  1.20089E+0002
"sx2822859b.1"     ,    0.00003,  1.15452E+0002,  1.20089E+0002
"sx2822859b.2"     ,    0.00003,  1.13449E+0002,  1.20089E+0002
"sx2991902b.1"     ,    0.00003,  1.15563E+0002,  1.20089E+0002
"sx2991902b.2"     ,    0.00003,  1.13450E+0002,  1.20089E+0002
"sx2991918b.1"     ,    0.00003,  1.13693E+0002,  1.20089E+0002
"sx2991918b.2"     ,    0.00003,  1.15450E+0002,  1.20089E+0002
"sx2897764b.1"     ,    0.00003,  1.15984E+0002,  1.20089E+0002
"sx2897764b.2"     ,    0.00003,  1.13129E+0002,  1.20089E+0002
"sx2860488b.1"     ,    0.00003,  1.13265E+0002,  1.20089E+0002
"sx2860488b.2"     ,    0.00003,  1.15943E+0002,  1.20089E+0002
"sx2804260b.1"     ,    0.00003,  1.15364E+0002,  1.20089E+0002
"sx2804260b.2"     ,    0.00003,  1.14480E+0002,  1.20089E+0002
"sx2973163b.1"     ,    0.00003,  1.15450E+0002,  1.20089E+0002
"sx2973163b.2"     ,    0.00003,  1.15337E+0002,  1.20089E+0002
"sx3104130b.1"     ,    0.00003,  1.15484E+0002,  1.20089E+0002
"sx3104130b.2"     ,    0.00003,  1.15123E+0002,  1.20089E+0002
"sx2879079b.1"     ,    0.00003,  1.15408E+0002,  1.20089E+0002
"sx2879079b.2"     ,    0.00003,  1.15849E+0002,  1.20089E+0002
"sx2991917b.1"     ,    0.00003,  1.16625E+0002,  1.20089E+0002
"sx2991917b.2"     ,    0.00003,  1.15110E+0002,  1.20089E+0002
"sx2841636b.1"     ,    0.00003,  1.16089E+0002,  1.20089E+0002
"sx2841636b.2"     ,    0.00003,  1.15616E+0002,  1.20089E+0002
"sx3085389b.1"     ,    0.00003,  1.12808E+0002,  1.20089E+0002
"sx3085389b.2"     ,    0.00003,  1.15897E+0002,  1.20089E+0002
"sx2673319c.1"     ,    0.00001,  1.21954E+0002,  1.20089E+0002
"sx2673319c.2"     ,    0.00001,  1.21328E+0002,  1.20089E+0002
"sx2841631c.1"     ,    0.00001,  1.22938E+0002,  1.20089E+0002
"sx2841631c.2"     ,    0.00001,  1.19857E+0002,  1.20089E+0002
"sx3216350a.1"     ,    0.00011,  1.15269E+0002,  1.20089E+0002
"sx3216350a.2"     ,    0.00010,  1.18139E+0002,  1.20089E+0002
"sx3141402c.1"     ,    0.00001,  1.20185E+0002,  1.20089E+0002
"sx3141402c.2"     ,    0.00001,  1.22613E+0002,  1.20089E+0002
"sx3197642c.1"     ,    0.00001,  1.21047E+0002,  1.20089E+0002
"sx3197642c.2"     ,    0.00001,  1.22327E+0002,  1.20089E+0002
"sx2691952a.1"     ,    0.00010,  1.16933E+0002,  1.20089E+0002
"sx2691952a.2"     ,    0.00010,  1.16983E+0002,  1.20089E+0002
"sx2879081a.1"     ,    0.00010,  1.17196E+0002,  1.20089E+0002
"sx2879081a.2"     ,    0.00010,  1.16751E+0002,  1.20089E+0002
"sx2785530a.1"     ,    0.00010,  1.17348E+0002,  1.20089E+0002
"sx2785530a.2"     ,    0.00010,  1.16867E+0002,  1.20089E+0002
"sx2766723a.1"     ,    0.00011,  1.16227E+0002,  1.20089E+0002
"sx2766723a.2"     ,    0.00010,  1.17269E+0002,  1.20089E+0002
"sx3122822a.1"     ,    0.00010,  1.17440E+0002,  1.20089E+0002
"sx3122822a.2"     ,    0.00011,  1.16048E+0002,  1.20089E+0002
"sx2766747a.1"     ,    0.00010,  1.17693E+0002,  1.20089E+0002
"sx2766747a.2"     ,    0.00011,  1.15713E+0002,  1.20089E+0002
"sx2858163a.1"     ,    0.00010,  1.17567E+0002,  1.20089E+0002
"sx2858163a.2"     ,    0.00011,  1.16357E+0002,  1.20089E+0002
"sx3216346a.1"     ,    0.00011,  1.16309E+0002,  1.20089E+0002
"sx3216346a.2"     ,    0.00010,  1.17657E+0002,  1.20089E+0002
"sx3029500a.1"     ,    0.00011,  1.15683E+0002,  1.20089E+0002
"sx3029500a.2"     ,    0.00010,  1.17807E+0002,  1.20089E+0002
"sx3156034a.1"     ,    0.00010,  1.17344E+0002,  1.20089E+0002
"sx3156034a.2"     ,    0.00010,  1.16910E+0002,  1.20089E+0002
"sx3066821a.1"     ,    0.00011,  1.15688E+0002,  1.20089E+0002
"sx3066821a.2"     ,    0.00010,  1.17847E+0002,  1.20089E+0002
"sx2748140a.1"     ,    0.00010,  1.17378E+0002,  1.20089E+0002
"sx2748140a.2"     ,    0.00011,  1.16160E+0002,  1.20089E+0002
"sx3141412a.1"     ,    0.00010,  1.17342E+0002,  1.20089E+0002
"sx3141412a.2"     ,    0.00011,  1.16659E+0002,  1.20089E+0002
"sx2991915b.1"     ,    0.00006,  1.23083E+0002,  1.20089E+0002
"sx2991915b.2"     ,    0.00006,  1.24572E+0002,  1.20089E+0002
"sx2673320b.1"     ,    0.00006,  1.23520E+0002,  1.20089E+0002
"sx2673320b.2"     ,    0.00006,  1.24135E+0002,  1.20089E+0002
"sx2841634b.1"     ,    0.00006,  1.22951E+0002,  1.20089E+0002
"sx2841634b.2"     ,    0.00006,  1.24104E+0002,  1.20089E+0002
"sx2766720a.1"     ,    0.00011,  1.16415E+0002,  1.20089E+0002
"sx2766720a.2"     ,    0.00010,  1.18843E+0002,  1.20089E+0002
"sx3235254c.1"     ,    0.00001,  1.24305E+0002,  1.20089E+0002
"sx3235254c.2"     ,    0.00001,  1.23379E+0002,  1.20089E+0002
"sx2935566c.1"     ,    0.00001,  1.23795E+0002,  1.20089E+0002
"sx2935566c.2"     ,    0.00001,  1.26231E+0002,  1.20089E+0002
"sx3141393c.1"     ,    0.00001,  1.24168E+0002,  1.20089E+0002
"sx3141393c.2"     ,    0.00001,  1.25390E+0002,  1.20089E+0002
"sx3030204a.1"     ,    0.00002,  1.22190E+0002,  1.20089E+0002
"sx3030204a.2"     ,    0.00002,  1.20665E+0002,  1.20089E+0002
"sx3160868b.1"     ,    0.00002,  1.19627E+0002,  1.20089E+0002
"sx3160868b.2"     ,    0.00002,  1.17815E+0002,  1.20089E+0002
"sx2785524c.1"     ,    0.00001,  1.22500E+0002,  1.20089E+0002
"sx2785524c.2"     ,    0.00001,  1.21145E+0002,  1.20089E+0002
"sx3235268c.1"     ,    0.00001,  1.22321E+0002,  1.20089E+0002
"sx3235268c.2"     ,    0.00001,  1.21715E+0002,  1.20089E+0002
"sx3122825a.1"     ,    0.00005,  1.14447E+0002,  1.20089E+0002
"sx3122825a.2"     ,    0.00005,  1.14510E+0002,  1.20089E+0002
"sx2991920a.1"     ,    0.00005,  1.15233E+0002,  1.20089E+0002
"sx2991920a.2"     ,    0.00005,  1.14782E+0002,  1.20089E+0002
"sx2973146b.1"     ,    0.00006,  1.24742E+0002,  1.20089E+0002
"sx2973146b.2"     ,    0.00006,  1.26976E+0002,  1.20089E+0002
"sx2935568b.1"     ,    0.00006,  1.23542E+0002,  1.20089E+0002
"sx2935568b.2"     ,    0.00006,  1.25433E+0002,  1.20089E+0002
"sx2814529a.1"     ,    0.00010,  1.17622E+0002,  1.20089E+0002
"sx2814529a.2"     ,    0.00011,  1.14864E+0002,  1.20089E+0002
"sx2814529b.1"     ,    0.00006,  1.28894E+0002,  1.20089E+0002
"sx2814529b.2"     ,    0.00006,  1.26122E+0002,  1.20089E+0002
"sx2814529c.1"     ,    0.00001,  1.21326E+0002,  1.20089E+0002
"sx2814529c.2"     ,    0.00001,  1.20632E+0002,  1.20089E+0002
"sx3122818c.1"     ,    0.00001,  1.24262E+0002,  1.20089E+0002
"sx3122818c.2"     ,    0.00001,  1.22354E+0002,  1.20089E+0002
"sx3048209b.1"     ,    0.00006,  1.22363E+0002,  1.20089E+0002
"sx3048209b.2"     ,    0.00006,  1.25256E+0002,  1.20089E+0002
"sx2841628a.1"     ,    0.00004,  1.13458E+0002,  1.20089E+0002
"sx2841628a.2"     ,    0.00004,  1.15963E+0002,  1.20089E+0002
"sx2673316a.1"     ,    0.00004,  1.14381E+0002,  1.20089E+0002
"sx2673316a.2"     ,    0.00004,  1.15768E+0002,  1.20089E+0002
"sx2748143a.1"     ,    0.00008,  1.14718E+0002,  1.20089E+0002
"sx2748143a.2"     ,    0.00008,  1.13185E+0002,  1.20089E+0002
"sx2860477a.1"     ,    0.00010,  1.18804E+0002,  1.20089E+0002
"sx2860477a.2"     ,    0.00010,  1.18447E+0002,  1.20089E+0002
"sx3066811b.1"     ,    0.00006,  1.25662E+0002,  1.20089E+0002
"sx3066811b.2"     ,    0.00006,  1.23781E+0002,  1.20089E+0002
"sx2954352c.1"     ,    0.00001,  1.21093E+0002,  1.20089E+0002
"sx2954352c.2"     ,    0.00001,  1.22576E+0002,  1.20089E+0002
"sx3160864b.1"     ,    0.00002,  1.19333E+0002,  1.20089E+0002
"sx3160864b.2"     ,    0.00002,  1.18894E+0002,  1.20089E+0002
"sx3085401a.1"     ,    0.00010,  1.20124E+0002,  1.20089E+0002
"sx3085401a.2"     ,    0.00010,  1.21636E+0002,  1.20089E+0002
"sx2766744b.1"     ,    0.00006,  1.27213E+0002,  1.20089E+0002
"sx2766744b.2"     ,    0.00006,  1.26432E+0002,  1.20089E+0002
"sx2804259a.1"     ,    0.00005,  1.15302E+0002,  1.20089E+0002
"sx2804259a.2"     ,    0.00005,  1.14450E+0002,  1.20089E+0002
"sx2860486c.1"     ,    0.00001,  1.21942E+0002,  1.20089E+0002
"sx2860486c.2"     ,    0.00001,  1.20958E+0002,  1.20089E+0002
"sx2785522b.1"     ,    0.00006,  1.28186E+0002,  1.20089E+0002
"sx2785522b.2"     ,    0.00006,  1.25447E+0002,  1.20089E+0002
"sx2897766c.1"     ,    0.00001,  1.20016E+0002,  1.20089E+0002
"sx2897766c.2"     ,    0.00001,  1.20975E+0002,  1.20089E+0002
"sx3048889c.1"     ,    0.00000,  1.20608E+0002,  1.20089E+0002
"sx3048889c.2"     ,    0.00000,  1.22678E+0002,  1.20089E+0002
"sx3048890c.1"     ,    0.00000,  1.22639E+0002,  1.20089E+0002
"sx3048890c.2"     ,    0.00000,  1.20742E+0002,  1.20089E+0002
"sx2991921c.1"     ,    0.00001,  1.21270E+0002,  1.20089E+0002
"sx2991921c.2"     ,    0.00001,  1.21426E+0002,  1.20089E+0002
"sx3011293a.1"     ,    0.00002,  1.19966E+0002,  1.20089E+0002
"sx3011293a.2"     ,    0.00002,  1.20907E+0002,  1.20089E+0002
"sx3011293b.1"     ,    0.00001,  1.23843E+0002,  1.20089E+0002
"sx3011293b.2"     ,    0.00001,  1.18264E+0002,  1.20089E+0002
"sx3011293c.1"     ,    0.00001,  1.21074E+0002,  1.20089E+0002
"sx3011293c.2"     ,    0.00000,  1.25247E+0002,  1.20089E+0002
"sx3123509c.1"     ,    0.00000,  1.24716E+0002,  1.20089E+0002
"sx3123509c.2"     ,    0.00000,  1.23412E+0002,  1.20089E+0002
"sx2841620b.1"     ,    0.00003,  1.17822E+0002,  1.20089E+0002
"sx2841620b.2"     ,    0.00003,  1.19538E+0002,  1.20089E+0002
"sx2991929b.1"     ,    0.00005,  1.20280E+0002,  1.20089E+0002
"sx2991929b.2"     ,    0.00005,  1.19457E+0002,  1.20089E+0002
"sx3160793c.1"     ,    0.00001,  1.24088E+0002,  1.20089E+0002
"sx3160793c.2"     ,    0.00001,  1.22625E+0002,  1.20089E+0002
"sx2691946b.1"     ,    0.00003,  1.22573E+0002,  1.20089E+0002
"sx2691946b.2"     ,    0.00003,  1.22034E+0002,  1.20089E+0002
"sx2991940c.1"     ,    0.00001,  1.21076E+0002,  1.20089E+0002
"sx2991940c.2"     ,    0.00001,  1.20725E+0002,  1.20089E+0002
"sx3197636b.1"     ,    0.00006,  1.23839E+0002,  1.20089E+0002
"sx3197636b.2"     ,    0.00006,  1.26371E+0002,  1.20089E+0002
"sx2991905a.1"     ,    0.00010,  1.18846E+0002,  1.20089E+0002
"sx2991905a.2"     ,    0.00010,  1.17983E+0002,  1.20089E+0002
"sx3141395c.1"     ,    0.00001,  1.23027E+0002,  1.20089E+0002
"sx3141395c.2"     ,    0.00001,  1.21281E+0002,  1.20089E+0002
"sx2748135a.1"     ,    0.00005,  1.15113E+0002,  1.20089E+0002
"sx2748135a.2"     ,    0.00005,  1.14672E+0002,  1.20089E+0002
"sx2729412a.1"     ,    0.00005,  1.15191E+0002,  1.20089E+0002
"sx2729412a.2"     ,    0.00005,  1.14697E+0002,  1.20089E+0002
"sx2839305a.1"     ,    0.00003,  1.19119E+0002,  1.20089E+0002
"sx2839305a.2"     ,    0.00003,  1.19612E+0002,  1.20089E+0002
"sx3160123a.1"     ,    0.00010,  1.18895E+0002,  1.20089E+0002
"sx3160123a.2"     ,    0.00010,  1.19435E+0002,  1.20089E+0002
"sx2822861a.1"     ,    0.00010,  1.19892E+0002,  1.20089E+0002
"sx2822861a.2"     ,    0.00010,  1.17724E+0002,  1.20089E+0002
"sx2841616a.1"     ,    0.00010,  1.17956E+0002,  1.20089E+0002
"sx2841616a.2"     ,    0.00010,  1.19655E+0002,  1.20089E+0002
"sx3122812b.1"     ,    0.00006,  1.26145E+0002,  1.20089E+0002
"sx3122812b.2"     ,    0.00006,  1.24756E+0002,  1.20089E+0002
"sx2897771b.1"     ,    0.00002,  1.18965E+0002,  1.20089E+0002
"sx2897771b.2"     ,    0.00002,  1.17829E+0002,  1.20089E+0002
"sx3178973a.1"     ,    0.00010,  1.19501E+0002,  1.20089E+0002
"sx3178973a.2"     ,    0.00010,  1.19022E+0002,  1.20089E+0002
"sx3141411c.1"     ,    0.00001,  1.16516E+0002,  1.20089E+0002
"sx3141411c.2"     ,    0.00001,  1.23486E+0002,  1.20089E+0002
"sx2710518a.1"     ,    0.00010,  1.17316E+0002,  1.20089E+0002
"sx2710518a.2"     ,    0.00011,  1.16111E+0002,  1.20089E+0002
"sx3085391b.1"     ,    0.00006,  1.23354E+0002,  1.20089E+0002
"sx3085391b.2"     ,    0.00006,  1.26084E+0002,  1.20089E+0002
"sx2955076a.1"     ,    0.00004,  1.16902E+0002,  1.20089E+0002
"sx2955076a.2"     ,    0.00004,  1.18592E+0002,  1.20089E+0002
"sx2729430b.1"     ,    0.00006,  1.26769E+0002,  1.20089E+0002
"sx2729430b.2"     ,    0.00006,  1.26413E+0002,  1.20089E+0002
"sx3142079b.1"     ,    0.00002,  1.18216E+0002,  1.20089E+0002
"sx3142079b.2"     ,    0.00002,  1.19191E+0002,  1.20089E+0002
"sx2955055b.1"     ,    0.00002,  1.18172E+0002,  1.20089E+0002
"sx2955055b.2"     ,    0.00002,  1.18736E+0002,  1.20089E+0002
"sx2879753b.1"     ,    0.00002,  1.19206E+0002,  1.20089E+0002
"sx2879753b.2"     ,    0.00002,  1.17693E+0002,  1.20089E+0002
"sx2842390c.1"     ,    0.00001,  1.22050E+0002,  1.20089E+0002
"sx2842390c.2"     ,    0.00001,  1.20534E+0002,  1.20089E+0002
"sx2710511a.1"     ,    0.00010,  1.19262E+0002,  1.20089E+0002
"sx2710511a.2"     ,    0.00010,  1.20313E+0002,  1.20089E+0002
"sx2766719a.1"     ,    0.00010,  1.19353E+0002,  1.20089E+0002
"sx2766719a.2"     ,    0.00010,  1.20219E+0002,  1.20089E+0002
"sx3160117b.1"     ,    0.00006,  1.24524E+0002,  1.20089E+0002
"sx3160117b.2"     ,    0.00006,  1.24619E+0002,  1.20089E+0002
"sx2897790c.1"     ,    0.00001,  1.25612E+0002,  1.20089E+0002
"sx2897790c.2"     ,    0.00001,  1.24438E+0002,  1.20089E+0002
"sx3066817a.1"     ,    0.00011,  1.15092E+0002,  1.20089E+0002
"sx3066817a.2"     ,    0.00010,  1.17151E+0002,  1.20089E+0002
"sx2841641b.1"     ,    0.00005,  1.20923E+0002,  1.20089E+0002
"sx2841641b.2"     ,    0.00005,  1.20600E+0002,  1.20089E+0002
"sx2674027b.1"     ,    0.00003,  1.17185E+0002,  1.20089E+0002
"sx2674027b.2"     ,    0.00004,  1.14298E+0002,  1.20089E+0002
"sx3010557a.1"     ,    0.00007,  1.16713E+0002,  1.20089E+0002
"sx3010557a.2"     ,    0.00007,  1.16266E+0002,  1.20089E+0002
"sx3235242c.1"     ,    0.00001,  1.24333E+0002,  1.20089E+0002
"sx3235242c.2"     ,    0.00001,  1.25244E+0002,  1.20089E+0002
"sx2973150a.1"     ,    0.00008,  1.13676E+0002,  1.20089E+0002
"sx2973150a.2"     ,    0.00008,  1.12830E+0002,  1.20089E+0002
"sx3066804a.1"     ,    0.00008,  1.12626E+0002,  1.20089E+0002
"sx3066804a.2"     ,    0.00008,  1.12788E+0002,  1.20089E+0002
"sx2879067a.1"     ,    0.00010,  1.20281E+0002,  1.20089E+0002
"sx2879067a.2"     ,    0.00010,  1.17507E+0002,  1.20089E+0002
"sx2710530b.1"     ,    0.00005,  1.19768E+0002,  1.20089E+0002
"sx2710530b.2"     ,    0.00005,  1.21606E+0002,  1.20089E+0002
"sx2748781a.1"     ,    0.00006,  1.11485E+0002,  1.20089E+0002
"sx2748781a.2"     ,    0.00006,  1.08321E+0002,  1.20089E+0002
"sx3197654a.1"     ,    0.00008,  1.13732E+0002,  1.20089E+0002
"sx3197654a.2"     ,    0.00008,  1.11268E+0002,  1.20089E+0002
"sx2954361b.1"     ,    0.00005,  1.20554E+0002,  1.20089E+0002
"sx2954361b.2"     ,    0.00005,  1.18733E+0002,  1.20089E+0002
